amount,hour,merchant_category,city,is_weekend,is_fraud
594.38,8,hospital,Entebbe,False,0
62.59,11,mobile_money,Gulu,True,0
61.72,15,electronics,Lira,True,0
15.78,18,grocery_store,Kampala,True,0
7.25,14,school,Mbarara,True,0
222.84,8,mobile_money,Kampala,False,0
436.64,16,clothing,Jinja,True,0
6.89,13,transport,Lira,True,0
1.37,17,mobile_money,Gulu,True,0
2.48,8,fuel_station,Mbarara,False,0
35.06,13,electronics,Mbarara,True,0
2.72,14,mobile_money,Kampala,True,0
6.38,12,restaurant,Gulu,True,0
2.61,18,fuel_station,Entebbe,True,0
37.77,10,pharmacy,Kampala,True,0
250.94,18,school,Gulu,True,0
24.5,12,pharmacy,Kampala,True,0
44.86,16,restaurant,Jinja,True,0
5.58,13,grocery_store,Jinja,True,0
48.27,11,electronics,Jinja,True,0
135.65,15,electronics,Gulu,True,0
45.0,8,clothing,Gulu,False,0
2.82,15,school,Lira,True,0
7.74,18,hospital,Lira,True,0
301.45,14,hospital,Mbarara,True,0
65.69,13,grocery_store,Gulu,True,0
648.39,10,electronics,Jinja,True,0
7.26,15,mobile_money,Lira,True,0
127.04,12,clothing,Gulu,True,0
1.46,14,restaurant,Lira,True,0
2.92,17,grocery_store,Entebbe,True,0
82.85,10,fuel_station,Entebbe,True,0
616.8,17,mobile_money,Kampala,True,0
544.67,11,school,Entebbe,True,0
72.34,12,grocery_store,Jinja,True,0
4.68,16,hospital,Jinja,True,0
221.24,10,clothing,Entebbe,True,0
26.24,16,telecom,Entebbe,True,0
3.87,11,electronics,Mbarara,True,0
592.81,14,fuel_station,Jinja,True,0
286.09,12,telecom,Lira,True,0
5.86,15,transport,Entebbe,True,0
509.5,14,pharmacy,Kampala,True,0
13.41,18,telecom,Gulu,True,0
7.6,18,fuel_station,Gulu,True,0
3.46,19,fuel_station,Jinja,True,0
601.93,14,restaurant,Entebbe,True,0
7.73,11,supermarket,Entebbe,True,0
6.93,13,restaurant,Entebbe,True,0
3.77,15,electronics,Jinja,True,0
23.41,10,telecom,Mbarara,True,0
47.53,16,grocery_store,Lira,True,0
234.59,8,school,Lira,False,0
62.76,13,restaurant,Entebbe,True,0
95.14,17,electronics,Kampala,True,0
432.68,14,school,Jinja,True,0
15.25,13,school,Gulu,True,0
30.15,12,mobile_money,Entebbe,True,0
237.44,19,transport,Entebbe,True,0
292.62,12,school,Lira,True,0
1.28,16,mobile_money,Jinja,True,0
118.47,13,fuel_station,Jinja,True,0
500.03,13,grocery_store,Lira,True,0
6.92,16,fuel_station,Jinja,True,0
43.72,16,hospital,Entebbe,True,0
6.31,12,grocery_store,Entebbe,True,0
2.83,9,mobile_money,Jinja,False,0
5.66,15,school,Mbarara,True,0
14.22,12,supermarket,Entebbe,True,0
57.59,11,electronics,Gulu,True,0
485.48,15,school,Mbarara,True,0
79.56,12,telecom,Mbarara,True,0
2.25,11,restaurant,Jinja,True,0
42.86,12,electronics,Jinja,True,0
26.32,12,school,Kampala,True,0
30.87,12,school,Lira,True,0
1.21,18,mobile_money,Mbarara,True,0
437.17,13,mobile_money,Gulu,True,0
314.35,15,grocery_store,Lira,True,0
5.53,17,restaurant,Gulu,True,0
220.19,8,pharmacy,Gulu,False,0
131.9,12,fuel_station,Gulu,True,0
45.38,10,pharmacy,Gulu,True,0
4.77,14,electronics,Kampala,True,0
51.88,16,grocery_store,Gulu,True,0
3.4,11,telecom,Mbarara,True,0
65.65,14,electronics,Jinja,True,0
271.42,11,supermarket,Kampala,True,0
581.77,14,hospital,Gulu,True,0
601.41,10,supermarket,Entebbe,True,0
6.96,15,mobile_money,Kampala,True,0
151.43,16,supermarket,Lira,True,0
141.83,16,supermarket,Gulu,True,0
28.02,10,electronics,Mbarara,True,0
463.99,11,restaurant,Gulu,True,0
625.17,15,school,Entebbe,True,0
249.53,16,clothing,Mbarara,True,0
271.15,13,mobile_money,Kampala,True,0
3.28,13,school,Entebbe,True,0
121.98,8,clothing,Kampala,False,0
1.21,17,grocery_store,Jinja,True,0
89.68,15,transport,Mbarara,True,0
234.8,17,grocery_store,Entebbe,True,0
7.38,16,supermarket,Lira,True,0
13.77,13,pharmacy,Jinja,True,0
3.82,14,mobile_money,Kampala,True,0
575.21,12,transport,Jinja,True,0
7.0,16,fuel_station,Entebbe,True,0
489.3,16,clothing,Lira,True,0
43.97,9,clothing,Kampala,False,0
271.85,18,pharmacy,Jinja,True,0
1.22,13,pharmacy,Lira,True,0
31.36,16,electronics,Mbarara,True,0
3.49,16,school,Jinja,True,0
3.62,14,fuel_station,Mbarara,True,0
12.37,12,supermarket,Gulu,True,0
50.97,12,supermarket,Kampala,True,0
28.54,13,mobile_money,Gulu,True,0
160.69,10,telecom,Lira,True,0
87.45,15,transport,Kampala,True,0
2.45,18,grocery_store,Jinja,True,0
28.72,15,fuel_station,Kampala,True,0
13.31,15,mobile_money,Mbarara,True,0
600.73,19,transport,Kampala,True,0
555.9,15,mobile_money,Entebbe,True,0
2.6,17,fuel_station,Lira,True,0
26.18,11,grocery_store,Kampala,True,0
255.53,16,transport,Jinja,True,0
1.53,11,pharmacy,Mbarara,True,0
6.73,18,fuel_station,Lira,True,0
2.26,14,electronics,Lira,True,0
10.89,12,pharmacy,Entebbe,True,0
34.73,11,restaurant,Entebbe,True,0
14.95,15,grocery_store,Entebbe,True,0
219.05,15,restaurant,Gulu,True,0
312.61,16,hospital,Jinja,True,0
14.45,17,transport,Jinja,True,0
29.38,15,restaurant,Lira,True,0
12.95,14,mobile_money,Mbarara,True,0
467.56,11,transport,Kampala,True,0
84.57,12,clothing,Lira,True,0
125.52,12,clothing,Jinja,True,0
2.53,14,grocery_store,Entebbe,True,0
16.02,16,grocery_store,Mbarara,True,0
73.49,14,electronics,Gulu,True,0
44.85,17,electronics,Lira,True,0
28.39,13,school,Jinja,True,0
30.09,12,telecom,Kampala,True,0
262.85,17,supermarket,Jinja,True,0
1.31,15,electronics,Gulu,True,0
3.45,13,electronics,Mbarara,True,0
512.76,15,hospital,Lira,True,0
64.71,10,pharmacy,Kampala,True,0
71.66,10,electronics,Gulu,True,0
92.85,12,hospital,Mbarara,True,0
1.28,14,mobile_money,Jinja,True,0
109.68,13,telecom,Entebbe,True,0
80.1,11,supermarket,Kampala,True,0
34.93,9,pharmacy,Lira,False,0
31.64,16,grocery_store,Gulu,True,0
4.46,13,electronics,Entebbe,True,0
53.53,17,hospital,Jinja,True,0
129.27,11,telecom,Entebbe,True,0
94.39,8,fuel_station,Lira,False,0
7.94,9,pharmacy,Lira,False,0
140.68,17,transport,Mbarara,True,0
2.46,12,supermarket,Gulu,True,0
136.45,13,clothing,Gulu,True,0
13.85,11,clothing,Lira,True,0
3.68,11,transport,Entebbe,True,0
267.01,12,transport,Lira,True,0
156.4,17,fuel_station,Kampala,True,0
1.27,13,grocery_store,Entebbe,True,0
2.17,16,grocery_store,Jinja,True,0
84.34,12,restaurant,Gulu,True,0
147.87,15,electronics,Entebbe,True,0
29.26,9,clothing,Gulu,False,0
23.52,11,telecom,Gulu,True,0
3.53,12,telecom,Entebbe,True,0
7.01,11,restaurant,Mbarara,True,0
3.62,12,mobile_money,Lira,True,0
1.16,9,supermarket,Lira,False,0
3.98,14,grocery_store,Kampala,True,0
44.43,18,supermarket,Gulu,True,0
472.9,18,school,Mbarara,True,0
7.2,11,transport,Entebbe,True,0
3.58,13,pharmacy,Kampala,True,0
2.36,11,hospital,Entebbe,True,0
6.98,14,fuel_station,Lira,True,0
1.09,15,fuel_station,Lira,True,0
45.59,10,restaurant,Lira,True,0
7.34,8,restaurant,Gulu,False,0
23.05,8,pharmacy,Jinja,False,0
43.74,17,fuel_station,Mbarara,True,0
267.5,14,hospital,Gulu,True,0
13.49,15,hospital,Mbarara,True,0
7.01,15,pharmacy,Jinja,True,0
3.99,10,transport,Gulu,True,0
1.41,14,fuel_station,Kampala,True,0
486.21,19,fuel_station,Entebbe,True,0
87.81,10,pharmacy,Gulu,True,0
6.16,11,clothing,Gulu,True,0
1.5,11,restaurant,Kampala,True,0
11.55,12,school,Jinja,True,0
129.16,15,transport,Entebbe,True,0
2.34,14,transport,Entebbe,True,0
25.67,8,supermarket,Lira,False,0
1.37,14,hospital,Mbarara,True,0
443.28,8,restaurant,Jinja,False,0
2.84,14,mobile_money,Lira,True,0
26.67,16,pharmacy,Lira,True,0
3.97,13,hospital,Gulu,True,0
6.41,11,supermarket,Lira,True,0
3.91,8,transport,Entebbe,False,0
70.86,16,transport,Gulu,True,0
127.66,12,supermarket,Jinja,True,0
2.61,18,hospital,Entebbe,True,0
60.45,14,supermarket,Lira,True,0
47.4,16,transport,Mbarara,True,0
2.37,10,pharmacy,Lira,True,0
59.45,10,transport,Mbarara,True,0
13.36,15,clothing,Kampala,True,0
6.64,15,mobile_money,Lira,True,0
1.43,14,hospital,Entebbe,True,0
109.07,14,school,Lira,True,0
85.11,13,grocery_store,Mbarara,True,0
304.87,9,supermarket,Kampala,False,0
2.24,19,school,Kampala,True,0
2.99,13,pharmacy,Jinja,True,0
1.46,11,hospital,Lira,True,0
6.91,12,supermarket,Lira,True,0
48.97,11,grocery_store,Gulu,True,0
466.14,8,restaurant,Entebbe,False,0
1.49,14,fuel_station,Gulu,True,0
40.79,12,telecom,Entebbe,True,0
15.61,13,mobile_money,Entebbe,True,0
2.75,14,electronics,Mbarara,True,0
548.91,10,fuel_station,Gulu,True,0
245.84,17,clothing,Entebbe,True,0
15.27,17,school,Entebbe,True,0
45.27,11,transport,Entebbe,True,0
74.61,13,grocery_store,Entebbe,True,0
1.34,10,grocery_store,Jinja,True,0
469.78,14,fuel_station,Gulu,True,0
291.43,19,school,Kampala,True,0
1.16,18,supermarket,Mbarara,True,0
3.01,11,hospital,Jinja,True,0
4.74,18,mobile_money,Kampala,True,0
91.14,10,transport,Lira,True,0
71.62,15,supermarket,Mbarara,True,0
1.39,14,grocery_store,Lira,True,0
158.22,15,telecom,Gulu,True,0
293.96,14,hospital,Entebbe,True,0
2.36,9,restaurant,Lira,False,0
2.18,8,clothing,Kampala,False,0
648.14,17,school,Mbarara,True,0
77.45,19,transport,Kampala,True,0
95.56,13,mobile_money,Kampala,True,0
6.4,13,electronics,Lira,True,0
94.41,17,electronics,Entebbe,True,0
3.87,12,supermarket,Mbarara,True,0
63.59,14,mobile_money,Kampala,True,0
7.47,19,electronics,Jinja,True,0
435.81,11,school,Jinja,True,0
4.68,11,pharmacy,Kampala,True,0
67.37,17,pharmacy,Kampala,True,0
13.59,17,electronics,Jinja,True,0
122.52,17,mobile_money,Jinja,True,0
15.63,14,mobile_money,Gulu,True,0
1.26,16,restaurant,Entebbe,True,0
2.57,10,supermarket,Entebbe,True,0
65.54,14,electronics,Kampala,True,0
320.2,9,mobile_money,Mbarara,False,0
75.88,16,hospital,Mbarara,True,0
12.31,16,transport,Jinja,True,0
8.04,11,school,Mbarara,True,0
502.73,17,pharmacy,Lira,True,0
149.55,17,electronics,Kampala,True,0
1.51,14,clothing,Entebbe,True,0
1.26,19,pharmacy,Entebbe,True,0
91.81,14,clothing,Entebbe,True,0
14.37,11,school,Entebbe,True,0
43.26,8,transport,Gulu,False,0
76.75,11,pharmacy,Kampala,True,0
536.78,12,mobile_money,Lira,True,0
133.95,10,mobile_money,Entebbe,True,0
1.26,17,transport,Entebbe,True,0
7.49,19,telecom,Lira,True,0
1.38,13,restaurant,Gulu,True,0
28.44,17,restaurant,Lira,True,0
1.08,16,fuel_station,Gulu,True,0
148.68,15,telecom,Gulu,True,0
31.55,11,telecom,Gulu,True,0
87.82,16,supermarket,Mbarara,True,0
448.22,16,pharmacy,Jinja,True,0
11.44,14,transport,Lira,True,0
47.31,17,pharmacy,Kampala,True,0
508.63,17,mobile_money,Lira,True,0
62.66,13,fuel_station,Entebbe,True,0
7.79,18,supermarket,Kampala,True,0
15.85,13,fuel_station,Entebbe,True,0
6.99,12,restaurant,Entebbe,True,0
14.0,16,school,Entebbe,True,0
289.89,12,mobile_money,Mbarara,True,0
23.77,9,electronics,Lira,False,0
298.49,18,clothing,Mbarara,True,0
45.01,10,school,Entebbe,True,0
492.16,14,school,Gulu,True,0
638.01,11,telecom,Lira,True,0
131.0,8,mobile_money,Kampala,False,0
496.33,12,grocery_store,Lira,True,0
129.27,14,clothing,Entebbe,True,0
3.3,14,telecom,Entebbe,True,0
45.62,14,clothing,Mbarara,True,0
584.94,16,school,Gulu,True,0
116.51,9,restaurant,Mbarara,False,0
7.62,17,grocery_store,Mbarara,True,0
44.41,8,telecom,Mbarara,False,0
1.08,19,grocery_store,Kampala,True,0
30.64,12,pharmacy,Kampala,True,0
7.0,15,transport,Gulu,True,0
141.8,13,telecom,Mbarara,True,0
50.33,10,restaurant,Kampala,True,0
4.07,9,fuel_station,Kampala,False,0
7.14,19,electronics,Jinja,True,0
62.29,17,electronics,Mbarara,True,0
46.14,10,pharmacy,Jinja,True,0
23.05,13,pharmacy,Gulu,True,0
1.61,19,restaurant,Jinja,True,0
2.97,15,transport,Jinja,True,0
141.06,16,school,Gulu,True,0
6.48,18,pharmacy,Entebbe,True,0
284.12,17,hospital,Entebbe,True,0
48.41,10,telecom,Mbarara,True,0
5.84,15,electronics,Entebbe,True,0
3.38,11,hospital,Entebbe,True,0
61.53,11,supermarket,Lira,True,0
131.86,12,pharmacy,Lira,True,0
61.32,12,restaurant,Gulu,True,0
48.21,13,hospital,Lira,True,0
1.6,13,grocery_store,Jinja,True,0
45.46,11,fuel_station,Lira,True,0
7.94,8,mobile_money,Lira,False,0
3.04,10,telecom,Entebbe,True,0
47.1,16,telecom,Lira,True,0
29.56,8,grocery_store,Mbarara,False,0
6.33,17,supermarket,Entebbe,True,0
283.1,15,transport,Lira,True,0
7.97,12,grocery_store,Jinja,True,0
312.72,10,telecom,Mbarara,True,0
473.0,9,fuel_station,Mbarara,False,0
48.62,16,clothing,Mbarara,True,0
3.24,15,clothing,Entebbe,True,0
1.62,19,fuel_station,Kampala,True,0
460.06,15,restaurant,Entebbe,True,0
227.51,11,clothing,Kampala,True,0
22.67,14,mobile_money,Mbarara,True,0
44.37,11,fuel_station,Jinja,True,0
13.48,11,electronics,Lira,True,0
45.86,14,electronics,Entebbe,True,0
3.93,10,telecom,Kampala,True,0
59.94,10,grocery_store,Jinja,True,0
3.09,18,fuel_station,Mbarara,True,0
96.54,16,hospital,Entebbe,True,0
305.22,15,supermarket,Entebbe,True,0
55.67,19,restaurant,Entebbe,True,0
44.23,12,pharmacy,Lira,True,0
6.34,10,fuel_station,Entebbe,True,0
133.61,10,supermarket,Kampala,True,0
38.76,9,mobile_money,Kampala,False,0
248.07,17,supermarket,Gulu,True,0
151.64,14,supermarket,Jinja,True,0
36.36,16,restaurant,Entebbe,True,0
38.52,19,telecom,Lira,True,0
1.24,8,mobile_money,Lira,False,0
7.92,12,supermarket,Lira,True,0
4.05,10,grocery_store,Gulu,True,0
237.22,15,clothing,Kampala,True,0
23.71,13,clothing,Mbarara,True,0
4.17,11,grocery_store,Gulu,True,0
7.04,15,fuel_station,Mbarara,True,0
294.0,13,restaurant,Gulu,True,0
47.22,13,hospital,Jinja,True,0
44.27,8,telecom,Jinja,False,0
4.23,10,grocery_store,Mbarara,True,0
6.58,17,pharmacy,Lira,True,0
628.5,14,supermarket,Mbarara,True,0
29.84,12,hospital,Jinja,True,0
157.17,10,fuel_station,Entebbe,True,0
57.31,11,grocery_store,Gulu,True,0
1.4,13,clothing,Jinja,True,0
13.24,17,restaurant,Mbarara,True,0
109.33,19,restaurant,Lira,True,0
6.32,11,telecom,Lira,True,0
2.64,11,electronics,Lira,True,0
114.86,16,grocery_store,Jinja,True,0
22.25,10,clothing,Mbarara,True,0
136.78,19,grocery_store,Lira,True,0
5.57,15,hospital,Gulu,True,0
38.7,19,hospital,Lira,True,0
3.72,9,transport,Kampala,False,0
32.63,17,supermarket,Mbarara,True,0
44.71,12,pharmacy,Gulu,True,0
1.38,14,fuel_station,Mbarara,True,0
33.46,13,hospital,Gulu,True,0
139.8,17,hospital,Lira,True,0
58.88,14,pharmacy,Jinja,True,0
8.05,10,school,Jinja,True,0
60.12,14,grocery_store,Jinja,True,0
6.81,11,grocery_store,Jinja,True,0
85.3,17,telecom,Entebbe,True,0
3.64,12,telecom,Lira,True,0
30.52,15,hospital,Gulu,True,0
128.06,12,grocery_store,Lira,True,0
25.15,14,supermarket,Kampala,True,0
93.11,14,electronics,Kampala,True,0
1.39,12,school,Gulu,True,0
13.19,13,clothing,Mbarara,True,0
1.62,12,clothing,Lira,True,0
41.76,18,mobile_money,Jinja,True,0
245.11,11,fuel_station,Kampala,True,0
530.83,9,hospital,Entebbe,False,0
85.73,11,transport,Gulu,True,0
3.73,14,grocery_store,Gulu,True,0
124.93,11,restaurant,Mbarara,True,0
134.72,18,supermarket,Jinja,True,0
31.9,11,fuel_station,Mbarara,True,0
116.35,11,grocery_store,Lira,True,0
15.77,8,transport,Mbarara,False,0
7.65,17,telecom,Mbarara,True,0
82.67,10,hospital,Mbarara,True,0
81.23,17,supermarket,Lira,True,0
1.25,13,supermarket,Kampala,True,0
1.19,10,mobile_money,Kampala,True,0
7.46,14,mobile_money,Gulu,True,0
4.18,10,school,Lira,True,0
648.52,11,telecom,Mbarara,True,0
2.65,12,telecom,Mbarara,True,0
564.75,8,mobile_money,Entebbe,False,0
22.45,19,clothing,Mbarara,True,0
1.25,8,supermarket,Jinja,False,0
5.53,11,school,Lira,True,0
114.45,8,restaurant,Mbarara,False,0
2.91,13,supermarket,Lira,True,0
26.99,14,pharmacy,Mbarara,True,0
26.15,11,hospital,Entebbe,True,0
236.46,10,clothing,Kampala,True,0
42.01,11,pharmacy,Gulu,True,0
24.21,16,restaurant,Kampala,True,0
2.87,14,supermarket,Entebbe,True,0
39.04,10,school,Mbarara,True,0
4.08,15,supermarket,Gulu,True,0
1.14,19,fuel_station,Gulu,True,0
96.72,9,restaurant,Jinja,False,0
306.42,9,restaurant,Jinja,False,0
25.36,12,restaurant,Entebbe,True,0
29.71,18,school,Mbarara,True,0
253.09,13,mobile_money,Entebbe,True,0
7.7,9,electronics,Lira,False,0
249.6,17,clothing,Mbarara,True,0
90.21,18,school,Jinja,True,0
1.22,10,clothing,Jinja,True,0
90.26,13,school,Entebbe,True,0
93.68,15,fuel_station,Mbarara,True,0
14.54,12,electronics,Kampala,True,0
4.57,8,hospital,Kampala,False,0
48.47,14,grocery_store,Jinja,True,0
1.51,13,electronics,Gulu,True,0
3.54,15,hospital,Jinja,True,0
1.46,10,restaurant,Mbarara,True,0
2.33,15,fuel_station,Mbarara,True,0
156.39,17,telecom,Entebbe,True,0
3.04,12,telecom,Gulu,True,0
3.14,12,mobile_money,Gulu,True,0
278.79,11,electronics,Kampala,True,0
2.76,15,grocery_store,Entebbe,True,0
39.48,16,school,Kampala,True,0
95.29,13,grocery_store,Gulu,True,0
228.03,15,transport,Kampala,True,0
89.4,13,school,Gulu,True,0
58.97,17,supermarket,Lira,True,0
31.16,16,grocery_store,Entebbe,True,0
90.94,13,hospital,Mbarara,True,0
2.62,13,restaurant,Kampala,True,0
234.41,10,hospital,Gulu,True,0
125.33,11,transport,Lira,True,0
55.19,12,supermarket,Jinja,True,0
4.48,13,mobile_money,Kampala,True,0
13.01,11,school,Gulu,True,0
492.58,17,clothing,Mbarara,True,0
49.59,17,school,Jinja,True,0
498.51,10,grocery_store,Kampala,True,0
1.32,17,electronics,Mbarara,True,0
1.25,12,fuel_station,Lira,True,0
3.81,12,pharmacy,Gulu,True,0
565.51,10,school,Entebbe,True,0
2.58,12,transport,Gulu,True,0
7.11,12,mobile_money,Kampala,True,0
4.77,15,grocery_store,Lira,True,0
12.24,18,mobile_money,Entebbe,True,0
79.99,17,pharmacy,Jinja,True,0
22.37,13,pharmacy,Lira,True,0
39.36,10,pharmacy,Kampala,True,0
1.58,18,fuel_station,Entebbe,True,0
132.83,16,pharmacy,Lira,True,0
522.47,10,mobile_money,Lira,True,0
27.79,15,hospital,Kampala,True,0
5.98,19,hospital,Mbarara,True,0
2.23,15,mobile_money,Gulu,True,0
44.71,18,fuel_station,Lira,True,0
80.8,10,clothing,Jinja,True,0
81.05,11,transport,Jinja,True,0
12.95,12,fuel_station,Mbarara,True,0
15.09,11,fuel_station,Entebbe,True,0
31.33,10,transport,Kampala,True,0
1.16,17,transport,Lira,True,0
1.59,10,telecom,Gulu,True,0
41.06,10,electronics,Entebbe,True,0
3.11,10,grocery_store,Jinja,True,0
6.49,10,mobile_money,Kampala,True,0
2.17,18,grocery_store,Lira,True,0
302.48,8,electronics,Kampala,False,0
1.22,13,grocery_store,Lira,True,0
3.01,12,pharmacy,Jinja,True,0
527.38,12,school,Gulu,True,0
14.14,15,supermarket,Gulu,True,0
4.38,9,school,Jinja,False,0
70.63,11,pharmacy,Entebbe,True,0
157.77,16,fuel_station,Jinja,True,0
88.59,16,school,Kampala,True,0
83.73,13,pharmacy,Gulu,True,0
459.24,11,supermarket,Kampala,True,0
1.29,11,hospital,Kampala,True,0
48.6,15,hospital,Gulu,True,0
49.58,13,pharmacy,Gulu,True,0
3.27,16,supermarket,Lira,True,0
6.79,12,hospital,Gulu,True,0
1.54,18,transport,Jinja,True,0
636.71,9,supermarket,Entebbe,False,0
68.15,11,fuel_station,Kampala,True,0
11.75,13,hospital,Jinja,True,0
119.37,13,telecom,Gulu,True,0
32.38,16,grocery_store,Entebbe,True,0
3.16,10,fuel_station,Lira,True,0
2.67,9,supermarket,Jinja,False,0
70.36,16,telecom,Lira,True,0
7.84,10,school,Mbarara,True,0
126.44,10,grocery_store,Jinja,True,0
54.25,12,mobile_money,Mbarara,True,0
11.33,14,hospital,Lira,True,0
3.81,10,clothing,Jinja,True,0
28.28,8,clothing,Kampala,False,0
23.99,14,transport,Mbarara,True,0
85.39,14,restaurant,Mbarara,True,0
27.79,14,grocery_store,Mbarara,True,0
249.91,15,school,Mbarara,True,0
260.12,14,mobile_money,Entebbe,True,0
298.43,16,telecom,Gulu,True,0
151.59,10,school,Gulu,True,0
36.0,17,transport,Lira,True,0
4.37,9,hospital,Entebbe,False,0
72.71,11,transport,Gulu,True,0
11.15,19,supermarket,Mbarara,True,0
468.37,13,supermarket,Lira,True,0
61.15,16,clothing,Kampala,True,0
3.13,12,school,Jinja,True,0
59.87,16,clothing,Entebbe,True,0
3.51,17,school,Jinja,True,0
6.69,16,pharmacy,Jinja,True,0
65.25,14,fuel_station,Jinja,True,0
23.52,14,pharmacy,Jinja,True,0
309.21,10,grocery_store,Entebbe,True,0
39.85,14,school,Kampala,True,0
521.85,8,hospital,Kampala,False,0
64.29,15,telecom,Gulu,True,0
318.12,15,mobile_money,Kampala,True,0
128.01,12,clothing,Kampala,True,0
238.62,12,clothing,Gulu,True,0
29.52,13,hospital,Jinja,True,0
260.68,17,telecom,Kampala,True,0
91.06,11,hospital,Gulu,True,0
2.31,13,pharmacy,Gulu,True,0
32.07,19,mobile_money,Lira,True,0
6.11,16,telecom,Kampala,True,0
131.17,14,school,Mbarara,True,0
47.49,12,pharmacy,Kampala,True,0
12.91,12,school,Jinja,True,0
3.05,12,school,Jinja,True,0
557.98,10,fuel_station,Kampala,True,0
28.45,19,fuel_station,Jinja,True,0
3.01,15,school,Mbarara,True,0
4.01,10,transport,Mbarara,True,0
2.71,10,hospital,Kampala,True,0
58.31,11,telecom,Jinja,True,0
29.27,17,school,Kampala,True,0
54.5,12,fuel_station,Gulu,True,0
82.98,8,school,Gulu,False,0
89.58,14,grocery_store,Entebbe,True,0
7.14,12,supermarket,Entebbe,True,0
3.04,16,pharmacy,Mbarara,True,0
7.59,17,pharmacy,Entebbe,True,0
36.7,13,grocery_store,Entebbe,True,0
11.4,15,restaurant,Jinja,True,0
233.97,11,transport,Gulu,True,0
43.03,14,fuel_station,Gulu,True,0
36.46,10,telecom,Gulu,True,0
3.16,15,restaurant,Mbarara,True,0
2.4,9,telecom,Entebbe,False,0
40.31,10,supermarket,Jinja,True,0
6.68,10,restaurant,Entebbe,True,0
278.31,10,supermarket,Lira,True,0
4.86,17,electronics,Lira,True,0
499.46,16,hospital,Jinja,True,0
5.42,10,hospital,Mbarara,True,0
4.66,13,telecom,Lira,True,0
2.5,16,telecom,Lira,True,0
239.64,11,pharmacy,Lira,True,0
479.27,9,mobile_money,Jinja,False,0
1.09,15,pharmacy,Entebbe,True,0
3.63,9,restaurant,Kampala,False,0
1.09,11,clothing,Jinja,True,0
316.1,14,mobile_money,Mbarara,True,0
1.15,11,electronics,Entebbe,True,0
2.85,12,hospital,Lira,True,0
437.44,12,mobile_money,Jinja,True,0
1.35,12,fuel_station,Entebbe,True,0
51.08,12,school,Entebbe,True,0
552.34,19,grocery_store,Entebbe,True,0
75.72,17,electronics,Gulu,True,0
309.37,11,supermarket,Lira,True,0
30.69,12,telecom,Jinja,True,0
25.43,12,hospital,Entebbe,True,0
7.27,13,clothing,Entebbe,True,0
554.44,15,school,Mbarara,True,0
6.2,14,pharmacy,Kampala,True,0
1.35,17,supermarket,Entebbe,True,0
3.19,16,mobile_money,Gulu,True,0
44.65,18,hospital,Kampala,True,0
1.14,15,mobile_money,Gulu,True,0
53.43,12,electronics,Jinja,True,0
3.09,9,fuel_station,Jinja,False,0
61.78,11,pharmacy,Mbarara,True,0
57.64,17,clothing,Gulu,True,0
1.43,18,telecom,Mbarara,True,0
43.77,8,hospital,Kampala,False,0
2.89,13,restaurant,Lira,True,0
14.8,10,electronics,Gulu,True,0
1.35,19,grocery_store,Mbarara,True,0
600.06,16,restaurant,Entebbe,True,0
6.74,10,fuel_station,Jinja,True,0
2.52,19,electronics,Lira,True,0
321.19,13,transport,Lira,True,0
122.0,16,grocery_store,Gulu,True,0
122.05,8,clothing,Gulu,False,0
4.74,18,transport,Gulu,True,0
26.23,16,transport,Jinja,True,0
151.79,16,grocery_store,Mbarara,True,0
124.62,15,transport,Gulu,True,0
487.24,14,hospital,Lira,True,0
5.78,11,hospital,Jinja,True,0
15.17,19,mobile_money,Jinja,True,0
249.51,18,fuel_station,Lira,True,0
4.18,19,supermarket,Entebbe,True,0
2.32,17,restaurant,Lira,True,0
39.51,11,hospital,Gulu,True,0
7.41,13,supermarket,Mbarara,True,0
232.86,14,mobile_money,Kampala,True,0
15.28,11,school,Jinja,True,0
93.5,15,pharmacy,Lira,True,0
6.1,18,supermarket,Entebbe,True,0
514.12,17,electronics,Jinja,True,0
2.87,16,mobile_money,Mbarara,True,0
130.04,12,fuel_station,Gulu,True,0
15.52,12,grocery_store,Kampala,True,0
31.17,16,supermarket,Mbarara,True,0
7.1,12,electronics,Jinja,True,0
68.86,9,fuel_station,Kampala,False,0
36.17,10,fuel_station,Jinja,True,0
1.54,12,restaurant,Gulu,True,0
144.34,11,fuel_station,Jinja,True,0
56.74,11,mobile_money,Entebbe,True,0
110.17,14,pharmacy,Jinja,True,0
2.89,11,pharmacy,Entebbe,True,0
113.4,17,pharmacy,Gulu,True,0
7.58,10,electronics,Lira,True,0
22.02,14,supermarket,Jinja,True,0
2.81,18,fuel_station,Gulu,True,0
604.11,19,restaurant,Entebbe,True,0
15.02,12,supermarket,Entebbe,True,0
3.22,16,restaurant,Lira,True,0
11.09,19,supermarket,Entebbe,True,0
87.88,16,fuel_station,Mbarara,True,0
4.61,14,electronics,Entebbe,True,0
3.28,17,clothing,Entebbe,True,0
314.71,11,pharmacy,Entebbe,True,0
51.15,13,grocery_store,Lira,True,0
152.82,15,clothing,Jinja,True,0
2.81,16,electronics,Jinja,True,0
92.08,15,supermarket,Entebbe,True,0
7.39,14,pharmacy,Mbarara,True,0
7.34,16,restaurant,Jinja,True,0
33.98,15,electronics,Jinja,True,0
3.17,13,restaurant,Gulu,True,0
13.96,13,restaurant,Entebbe,True,0
